market,benchmark,version,version_label,candidate_id,label,group,kind,top_cagr,active_cagr,top_worst_cagr,top_worst_terminal,robust_score,coverage,turnover,start_date,end_date,series_points,component_count,subset_keys,thesis,economics,source_run,source_document
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_earnings_yield_improvement,full model without earnings_yield_improvement,旧基线 · 最新 leave-one-out,leave_one_out,0.13749507648977066,0.05682726655365755,0.18311711130435548,25.46662260409782,17.514157000500184,0.974547801608162,0.2907782972955146,2007-04-30,2026-07-31,232,14,,leave one bucket out: earnings_yield_improvement,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_revision,full model without revision,旧基线 · 最新 leave-one-out,leave_one_out,0.14306683659252162,0.06200389379450155,0.18079381232259428,24.520881215314763,16.458577398217088,0.9757998040344028,0.3309103560775399,2007-04-30,2026-07-31,232,16,,leave one bucket out: revision,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_pmom,full model without pmom,旧基线 · 最新 leave-one-out,leave_one_out,0.13958914039643622,0.05877282559844854,0.17059523472140103,20.749400580137827,16.230727959015177,0.9738245952377248,0.3472484012421712,2007-04-30,2026-07-31,232,16,,leave one bucket out: pmom,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_qvm,Quality + value + momentum,旧基线 · 历史生产候选,validated_candidate,0.12689790331522555,0.04698161377614318,0.1782876221846823,23.53806220208599,15.858621730536935,0.9924802090299704,0.1971737450714898,2007-04-30,2026-07-31,232,8,,robust quality/value with momentum confirmation; min_count=2,高盈利能力和利润率提供经营韧性，但静态水平不等同于边际改善。 估值提供安全边际，其中现金流估值比纯账面或企业价值倍数更可靠；静态便宜仍可能是价值陷阱。 盈利修正和价格趋势表达信息扩散，但需要质量或估值约束来控制拥挤与反转风险。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_cdefeb1ebb,quality_improvement + earnings_yield_improvement + value_improvement,旧基线 · 领先 family subset,family_subset,0.1443750931792238,0.0632193726664998,0.1699152333585252,20.51856836953197,14.80828569597614,0.9624321508001928,0.4564147556045688,2007-04-30,2026-07-31,232,10,quality_improvement|earnings_yield_improvement|value_improvement,3-bucket subset,利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_eba89b8a51,pmom + quality_improvement + deleveraging,旧基线 · 领先 family subset,family_subset,0.14172359373856547,0.060755909778566375,0.1699282497818293,20.52296395834333,14.598688617279246,0.8279624243743876,0.2890110099232037,2007-04-30,2026-07-31,232,8,pmom|quality_improvement|deleveraging,3-bucket subset,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_8cd5bfe02a,revision + deleveraging + value_improvement,旧基线 · 领先 family subset,family_subset,0.14772297463488182,0.0663298322022432,0.156206398005581,16.35281916548553,13.726880887808049,0.8206837021945036,0.3706640502701462,2007-04-30,2026-07-31,232,7,revision|deleveraging|value_improvement,3-bucket subset,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_674e67cd8d37,NetDebt to EBITDA exFIN score_delta lag1 + Oper Margin directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.14512573368540904,0.06391677995266076,0.15277418382723806,15.44312330199725,13.71609109447887,0.8327760237647168,0.5111044623321906,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_value_improvement,full model without value_improvement,旧基线 · 最新 leave-one-out,leave_one_out,0.13002133388256443,0.04988353982134197,0.17017198359838592,20.605436847568498,13.640742490640836,0.9749599514751854,0.2968724205683464,2007-04-30,2026-07-31,232,14,,leave one bucket out: value_improvement,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 去杠杆降低再融资、违约和股权稀释风险；这一机制在融资渠道更窄的小盘公司中尤其重要。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_5c2034907e5f,NetDebt to EBITDA exFIN directional_delta lag1 + Oper Margin directional_delta lag3,旧基线 · 已证实协同 pair,pair_synergy,0.1507141385137758,0.06910887152406642,0.16022407447526077,17.48222529468282,12.378060424914038,0.804695397919032,0.3177365366317942,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_loo_growth,Leave-one-family-out: no growth,旧基线 · 历史生产候选,validated_candidate,0.12218812289883219,0.04260583715398414,0.16632264959928134,19.338895427034295,12.075092176471044,0.9553011804594304,0.1938439457276954,2007-04-30,2026-07-31,232,11,,family subset evidence; not a synergy claim; min_count=4,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_693104f7b4,revision + quality_improvement,旧基线 · 领先 family subset,family_subset,0.13690520537843343,0.05627922736905089,0.16911862663967536,20.251250085622306,12.047587635020758,0.9590338585003966,0.2969222752911798,2007-04-30,2026-07-31,232,5,revision|quality_improvement,2-bucket subset,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_loo_without_deleveraging,full model without deleveraging,旧基线 · 最新 leave-one-out,leave_one_out,0.12812315631047877,0.048119975427611594,0.1612868379703758,17.793120916745277,12.001857004850782,0.9762119539014262,0.3084442790134003,2007-04-30,2026-07-31,232,14,,leave one bucket out: deleveraging,盈利预期上修捕捉信息扩散和分析师纠错，是基本面改善能否进入市场定价的确认层。 价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 近端盈利增长代表兑现能力，但欧洲小盘的广义 growth 证据较弱，只宜作为有门槛的补充信号。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。 远期盈利收益率改善提供估值纪律，避免为改善预期支付过高价格。 估值相对自身历史变得更便宜，表达的是折价正在形成而非长期停留在便宜状态；仍需基本面催化。 波动下降主要是风险过滤器；单独作为 alpha 核心的证据弱于质量改善和去杠杆。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_3ec53d9c2684,NetDebt to EBITDA exFIN directional_delta lag1 + ROE avg FY0 directional_delta lag3,旧基线 · 已证实协同 pair,pair_synergy,0.15051565504099074,0.06892446391621387,0.15355282425575756,15.64519047669146,11.652378164627642,0.7954103612921287,0.3247862677659354,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_quality_momentum,Quality + momentum,旧基线 · 历史生产候选,validated_candidate,0.11712540705269037,0.037902154246162834,0.1550828117772125,16.049566177030215,11.137267857181223,0.9578596202000094,0.2045099091368502,2007-04-30,2026-07-31,232,5,,profitable companies with positive trend/revision; min_count=2,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_subset_1e7b64c9ba,pmom + quality_improvement,旧基线 · 领先 family subset,family_subset,0.12364449742035544,0.04395892987189676,0.16784395099844018,19.830362772710078,10.94098130936022,0.9681944725259344,0.265432070437653,2007-04-30,2026-07-31,232,5,pmom|quality_improvement,2-bucket subset,价格动量确认投资者已开始吸收新信息，可减少过早押注尚未被市场认可的变化。 利润率或 ROE 改善表明经营效率正在变好，可过滤静态高质量但边际恶化的公司。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_f1d2ba88715b,NetDebt to EBITDA exFIN score_delta lag3 + Oper Margin directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.14861673985484658,0.06716021421784801,0.16480443244897836,18.85995208232414,10.77965555711594,0.7964524005785651,0.3264290967751752,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_17e1d2a6cf0a,NetDebt to EBITDA exFIN score_delta lag1 + Oper Margin directional_delta lag3,旧基线 · 已证实协同 pair,pair_synergy,0.14213406165841214,0.06113726851910539,0.15269991641167402,15.423979750220882,10.730346900846229,0.804695397919032,0.389504996154533,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_validated_all_equal,All validated families equal weight,旧基线 · 历史生产候选,validated_candidate,0.12370898265452634,0.044018842002657266,0.1549808919530229,16.022323624705265,10.624060103270388,0.9676656764701308,0.2068050627843553,2007-04-30,2026-07-31,232,12,,all families that passed raw gates; min_count=4,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_a663a366b8d1,Oper Margin directional_delta lag1 + momentum: EPS Revision Ratio,旧基线 · 已证实协同 pair,pair_synergy,0.13381687810444665,0.053409915194740254,0.16050451449090142,17.56375985977213,10.571297453307965,0.9537770035927026,0.3409962681312583,2007-04-30,2026-07-31,232,2,,quality_improvement + revision,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_8e94a0221f4c,NetDebt to EBITDA exFIN directional_delta lag1 + Oper Margin directional_delta lag1,旧基线 · 已证实协同 pair,pair_synergy,0.145422786841356,0.06419276697125009,0.13773314873093812,11.992832485704499,10.412043167243212,0.8327760237647168,0.4890905796040351,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
eu-small,MSCI EUR SMALL,old,旧基线,eu_small_syn_pair_fe187ab32528,NetDebt to EBITDA exFIN score_delta lag3 + Oper Margin directional_delta lag3,旧基线 · 已证实协同 pair,pair_synergy,0.1429763296812645,0.061919805367566694,0.1596684082699833,17.321730738723495,10.402704564741796,0.79656127035476,0.2636245748717736,2007-04-30,2026-07-31,232,2,,deleveraging + quality_improvement,长期最稳的结构是质量改善 + 去杠杆 + 估值改善。盈利修正和价格动量更适合作为确认层；广义 growth 与 low-vol 不应被机械纳入等权核心。,C:\GoogleDrive\TP\07_backtest_code\runs\ad_hoc\eu_small_relative_synergy_20260709,C:\GoogleDrive\TP\09_reports\factor_explorer_sources\eu-small-factor-explorer.html
